experiment_id,pipeline_name,node_name,model_variant,cpu_request,memory_request,max_batch_size,max_batch_time,load,load_duration,series,series_meta,replicas,no_engine,mode,data_type,benchmark_duration
1,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,1,10Gi,1,1,20,60,98,testing static trace,1,False,step,text,1
2,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,2,10Gi,1,1,20,60,98,testing static trace,1,False,step,text,1
3,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,4,10Gi,1,1,20,60,98,testing static trace,1,False,step,text,1
4,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,8,10Gi,1,1,20,60,98,testing static trace,1,False,step,text,1
5,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,16,10Gi,1,1,20,60,98,testing static trace,1,False,step,text,1
6,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,32,10Gi,1,1,20,60,98,testing static trace,1,False,step,text,1
7,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,1,10Gi,2,1,20,60,98,testing static trace,1,False,step,text,1
8,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,2,10Gi,2,1,20,60,98,testing static trace,1,False,step,text,1
9,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,4,10Gi,2,1,20,60,98,testing static trace,1,False,step,text,1
10,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,8,10Gi,2,1,20,60,98,testing static trace,1,False,step,text,1
11,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,16,10Gi,2,1,20,60,98,testing static trace,1,False,step,text,1
12,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,32,10Gi,2,1,20,60,98,testing static trace,1,False,step,text,1
13,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,1,10Gi,4,1,20,60,98,testing static trace,1,False,step,text,1
14,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,2,10Gi,4,1,20,60,98,testing static trace,1,False,step,text,1
15,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,4,10Gi,4,1,20,60,98,testing static trace,1,False,step,text,1
16,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,8,10Gi,4,1,20,60,98,testing static trace,1,False,step,text,1
17,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,16,10Gi,4,1,20,60,98,testing static trace,1,False,step,text,1
18,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,32,10Gi,4,1,20,60,98,testing static trace,1,False,step,text,1
19,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,1,10Gi,8,1,20,60,98,testing static trace,1,False,step,text,1
20,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,2,10Gi,8,1,20,60,98,testing static trace,1,False,step,text,1
21,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,4,10Gi,8,1,20,60,98,testing static trace,1,False,step,text,1
22,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,8,10Gi,8,1,20,60,98,testing static trace,1,False,step,text,1
23,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,16,10Gi,8,1,20,60,98,testing static trace,1,False,step,text,1
24,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,32,10Gi,8,1,20,60,98,testing static trace,1,False,step,text,1
25,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,1,10Gi,16,1,20,60,98,testing static trace,1,False,step,text,1
26,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,2,10Gi,16,1,20,60,98,testing static trace,1,False,step,text,1
27,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,4,10Gi,16,1,20,60,98,testing static trace,1,False,step,text,1
28,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,8,10Gi,16,1,20,60,98,testing static trace,1,False,step,text,1
29,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,16,10Gi,16,1,20,60,98,testing static trace,1,False,step,text,1
30,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,32,10Gi,16,1,20,60,98,testing static trace,1,False,step,text,1
31,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,1,10Gi,32,1,20,60,98,testing static trace,1,False,step,text,1
32,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,2,10Gi,32,1,20,60,98,testing static trace,1,False,step,text,1
33,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,4,10Gi,32,1,20,60,98,testing static trace,1,False,step,text,1
34,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,8,10Gi,32,1,20,60,98,testing static trace,1,False,step,text,1
35,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,16,10Gi,32,1,20,60,98,testing static trace,1,False,step,text,1
36,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,32,10Gi,32,1,20,60,98,testing static trace,1,False,step,text,1
37,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,1,10Gi,64,1,20,60,98,testing static trace,1,False,step,text,1
38,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,2,10Gi,64,1,20,60,98,testing static trace,1,False,step,text,1
39,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,4,10Gi,64,1,20,60,98,testing static trace,1,False,step,text,1
40,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,8,10Gi,64,1,20,60,98,testing static trace,1,False,step,text,1
41,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,16,10Gi,64,1,20,60,98,testing static trace,1,False,step,text,1
42,nlp,nlp-li,dinalzein-xlm-roberta-base-finetuned-language-identification,32,10Gi,64,1,20,60,98,testing static trace,1,False,step,text,1
